Condition,google_product_category,store_code,vehicle_fulfillment(option:store_code),Brand,Model,Year,Color,Mileage,VIN,Price,image_link,link_template
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2020,"
						            	Black		        			    ","52138 miles",5NPD74LF0LH528035,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/5NPD74LF0LH528035-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2018,"
						            	Black		        			    ","109222 miles",1FMCU0F72JUA33142,"10,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1FMCU0F72JUA33142-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-ford-escape-s-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2014,"
						            	Black		        			    ","169902 miles",3FA6P0HD1ER133960,"3,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/3FA6P0HD1ER133960-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-ford-fusion-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2013,"
						            	Blue		        			    ","183269 miles",3FA6P0G7XDR364351,"3,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/3FA6P0G7XDR364351-01-850x550.jpg,https://premiumcarsfl.com/listing/2013-ford-fusion-s-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	MAXIMA		        			    ",2018,"
						            	PEWTER		        			    ","115687 miles",1N4AA6AP4JC368154,"11,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1N4AA6AP4JC368154-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-nissan-maxima-3-5-sl-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	FORTE		        			    ",2020,"
						            	Silver		        			    ","83963 miles",3KPF24AD5LE222039,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/3KPF24AD5LE222039-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-kia-forte-lxs-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	GRAN CARAVAN		        			    ",2019,"
						            	Black		        			    ","115003 miles",2C4RDGCG6KR513713,"11,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RDGCG6KR513713-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-dodge-grand-caravan-sxt-35th-anniversary-edition-4dr-mini-van-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ALTIMA		        			    ",2015,"
						            	Gray		        			    ","147917 miles",1N4AL3AP9FC126668,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1N4AL3AP9FC126668-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-nissan-altima-2-5-sv-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	GRAN CARAVAN		        			    ",2019,"
						            	Black		        			    ","147060 miles",2C4RDGCG9KR693155,"9,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RDGCG9KR693155-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-dodge-grand-caravan-sxt-35th-anniversary-edition-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2018,"
						            	Black		        			    ","131529 miles",3FA6P0G70JR129338,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/3FA6P0G70JR129338-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-ford-fusion-s-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2019,"
						            	Black		        			    ","133872 miles",JHMFC1F30KX002526,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/JHMFC1F30KX002526-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-honda-civic-ex-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SOUL		        			    ",2015,"
						            	Gray		        			    ","143567 miles",KNDJP3A56F7212297,"6,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/KNDJP3A56F7212297-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-kia-soul-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	GRAN CARAVAN		        			    ",2020,"
						            	Gray		        			    ","81476 miles",2C4RDGCG1LR173839,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RDGCG1LR173839-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-dodge-grand-caravan-sxt-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	OPTIMA		        			    ",2016,"
						            	PEWTER		        			    ","87680 miles",5XXGT4L36GG026243,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/5XXGT4L36GG026243-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-kia-optima-lx-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	RAM		        			    ","
						            	1500		        			    ",2022,"
						            	White		        			    ","23426 miles",1C6RRFBG3NN480868,"38,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1C6RRFBG3NN480868-01-850x550.jpg,https://premiumcarsfl.com/listing/2022-ram-1500-big-horn-4x4-4dr-quad-cab-6-4-ft-sb-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MITSUBISHI		        			    ","
						            	ECLIPSE CROSS		        			    ",2020,"
						            	White		        			    ","95135 miles",JA4AS3AA2LZ008201,"15,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/JA4AS3AA2LZ008201-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-mitsubishi-eclipse-cross-es-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	RAM		        			    ","
						            	PROMASTER		        			    ",2016,"
						            	White		        			    ","102596 miles",3C6TRVAG8GE105258,"20,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/3C6TRVAG8GE105258-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-ram-promaster-1500-136-wb-3dr-low-roof-cargo-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	JEEP		        			    ","
						            	CHEROKEE		        			    ",2019,"
						            	Black		        			    ","70779 miles",1C4PJMCBXKD352109,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1C4PJMCBXKD352109-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-jeep-cherokee-latitude-4x4-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2022,"
						            	Black		        			    ","39775 miles",5YFEPMAE1NP290832,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/5YFEPMAE1NP290832-01-850x550.jpg,https://premiumcarsfl.com/listing/2022-toyota-corolla-le-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	JEEP		        			    ","
						            	CHEROKEE		        			    ",2015,"
						            	White		        			    ","96552 miles",1C4RJEAG8GC394174,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1C4RJEAG8GC394174-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-jeep-grand-cherokee-laredo-4x2-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	TAURUS		        			    ",2013,"
						            	Black		        			    ","110736 miles",1FAHP2KT0DG183730,"9,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1FAHP2KT0DG183730-01-850x550.jpg,https://premiumcarsfl.com/listing/2013-ford-taurus-sho-awd-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	CAMARO		        			    ",2018,"
						            	Black		        			    ","106508 miles",1G1FB1RXXK0126856,"15,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1G1FB1RXXK0126856-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-chevrolet-camaro-lt-2dr-coupe-w-1lt/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MITSUBISHI		        			    ","
						            	OUTLANDER		        			    ",2020,"
						            	Black		        			    ","81603 miles",JA4AZ3A31LZ041235,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/JA4AZ3A31LZ041235-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-mitsubishi-outlander-le-awd-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	SIERRA		        			    ",2015,"
						            	Black		        			    ","97752 miles",1GTV2UEC6FZ344799,"15,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1GTV2UEC6FZ344799-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-gmc-sierra-1500-sle-4x4-4dr-double-cab-6-5-ft-sb/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	CAMRY		        			    ",2019,"
						            	Blue		        			    ","80219 miles",4T1B11HK0KU189872,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/4T1B11HK0KU189872-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-toyota-camry-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EDGE		        			    ",2019,"
						            	Black		        			    ","85909 miles",2FMPK3K91KBB62240,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/2FMPK3K91KBB62240-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-edge-titanium-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ",,2021,"
						            	Blue		        			    ","42824 miles",5NPEG4JAXMH125807,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/5NPEG4JAXMH125807-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-hyundai-sonata-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	CAMRY		        			    ",2018,"
						            	Silver		        			    ","116950 miles",JTNB11HK3J3032339,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/JTNB11HK3J3032339-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-toyota-camry-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ",,2019,"
						            	GREEN		        			    ","75642 miles",KNDJN2A23K7921799,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/KNDJN2A23K7921799-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-kia-soul-base-4dr-crossover-6a/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	CANYON		        			    ",2015,"
						            	Red		        			    ","191897 miles",1GTH6BE31F1220749,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/1GTH6BE31F1220749-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-gmc-canyon-sle-4x4-4dr-extended-cab-6-ft-lb/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	CHALLENGER		        			    ",2023,"
						            	Red		        			    ","6928 miles",2C3CDZJGXPH545800,"27,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/2C3CDZJGXPH545800-01-2-850x550.jpg,https://premiumcarsfl.com/listing/2023-dodge-challenger-gt-2dr-coupe-stock/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	SIERRA		        			    ",2017,"
						            	Silver		        			    ","119588 miles",3GTU2NECXHG197598,"26,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/3GTU2NECXHG197598-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-gmc-sierra-1500-slt-4x4-4dr-crew-cab-6-5-ft-sb-stock/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	MURANO		        			    ",2017,"
						            	Blue		        			    ","133653 miles",5N1AZ2MG3HN108880,"12,995",https://premiumcarsfl.com/wp-content/uploads/2023/11/5N1AZ2MG3HN108880-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-nissan-murano-sl-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	COLORADO		        			    ",2018,"
						            	White		        			    ","90797 miles",1GCHTBEA1J1155675,"18,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1GCHTBEA1J1155675-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-colorado-lt-4x4-4dr-crew-cab-6-ft-lb/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	IMPALA		        			    ",2016,"
						            	White		        			    ","156963 miles",2G1115S34G9205058,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2G1115S34G9205058-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-chevrolet-impala-sedan-4-dr/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	SONATA		        			    ",2016,"
						            	Black		        			    ","58614 miles",SNPEGAJAAMHI19423,"21,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/SNPEGAJAAMHI19423-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-hyundai-sonata-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	SUBURBAN		        			    ",2016,"
						            	Black		        			    ","129245 miles",1GNSCJKC5GR199105,"23,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1GNSCJKC5GR199105-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-chevrolet-suburban-ltz-4x2-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	TERRAIN		        			    ",2014,"
						            	White		        			    ","129245 miles",2GKFLUE37E6130243,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2GKFLUE37E6130243-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-gmc-terrain-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ",,2018,"
						            	White		        			    ","131206 miles",5XXGT4L32JG198986,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/5XXGT4L32JG198986-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-kia-optima-s-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ",,2014,"
						            	Black		        			    ","110891 miles",3LN6L2G90ER824214,"8,995",https://premiumcarsfl.com/wp-content/uploads/2023/11/3LN6L2G90ER824214-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-lincoln-mkz/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	ACURA		        			    ","
						            	MDX		        			    ",2013,"
						            	Black		        			    ","126569 miles",2HNYD2H3XDH522082,"11,995",https://premiumcarsfl.com/wp-content/uploads/2023/11/2HNYD2H3XDH522082-01-850x550.jpg,https://premiumcarsfl.com/listing/2013-acura-mdx-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2017,"
						            	Black		        			    ","110454 miles",1FMCU0GD9HUD34988,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1FMCU0GD9HUD34988-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-escape-se-sport-utility-4d-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	HR-V		        			    ",2022,"
						            	Black		        			    ","10280 miles",3CZRU5H31NM728528,"21,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/3CZRU5H31NM728528-01-850x550.jpg,https://premiumcarsfl.com/listing/2022-honda-hr-v-lx-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MITSUBISHI		        			    ","
						            	OUTLANDER SPORT		        			    ",2018,"
						            	Blue		        			    ","158378 miles",JA4AP3AU7JU024447,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/JA4AP3AU7JU024447-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-mitsubishi-outlander-es-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2017,"
						            	Black		        			    ","119048 miles",1FMCU0GD2HUD10306,"7,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1FMCU0GD2HUD10306-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-escape-se-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	BLAZER		        			    ",2018,"
						            	Gold		        			    ","53305 miles",3GNCJKSBXJL199297,"11,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/3GNCJKSBXJL199297-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-trax-ls-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	CRUZE		        			    ",2015,"
						            	Black		        			    ","89446 miles",1G1PC5SB4F7213723,"6,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1G1PC5SB4F7213723-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2015-chevrolet-cruz-1lt-auto-4dr-sedan-w-1sd/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	F250		        			    ",2019,"
						            	Gray		        			    ","179458 miles",1FT7W2BT5KEE05664,"29,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1FT7W2BT5KEE05664-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-f-250-super-duty-xlt-4x4-4dr-crew-cab-6-8-ft-sb-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EXPLORER		        			    ",2016,"
						            	Blue		        			    ","105179 miles",1FM5K7BH5GGC15348,"12,995",https://premiumcarsfl.com/wp-content/uploads/2023/11/1FM5K7BH5GGC15348-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-ford-explorer-base-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	CHARGER		        			    ",2020,"
						            	Gray		        			    ","78562 miles",2C3CDXBG6LH144502,"22,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2C3CDXAGXGH283488-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-dodge-charger-sxt-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	JOURNEY		        			    ",2015,"
						            	Red		        			    ","74897 miles",3C4PDCAB5FT518511,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/3C4PDCAB5FT518511-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-dodge-journey-american-value-package-4dr-suv-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2020,"
						            	Gray		        			    ","32786 miles",2HGFC2F66LH560082,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2HGFC2F66LH560082-01-850x550.jpg,https://premiumcarsfl.com/listing/10720/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	MALIBU		        			    ",2017,"
						            	Red		        			    ","131691 miles",1G1ZE5ST0HF197587,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1G1ZE5ST0HF197587-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-malibu-lt-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SORENTO		        			    ",2020,"
						            	Black		        			    ","84122 miles",5XYPG4A33LG664348,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/5XYPG4A33LG664348-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-kia-sorento-lx-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	SILVERADO		        			    ",2021,,"58967 miles",1GCRWBEH9MZ174151,"26,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1GCRWBEH9MZ174151-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-chevrolet-silverado-1500-custom-4x2-4dr-double-cab-6-6-ft-sb/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	RAM		        			    ",,2019,"
						            	Red		        			    ","140264 miles",1C6RR6TTXKS532506,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1C6RR6TTXKS532506-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ram-ram-pickup-slt-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	AUDI		        			    ",,2020,"
						            	Black		        			    ","75014 miles",2C4RC1DG5LR151616,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2C4RC1DG5LR151616-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-chrysler-voyager-lxi-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ALTIMA		        			    ",2018,"
						            	Silver		        			    ","151638 miles",1N4AL3AP1JC269915,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1N4AL3AP1JC269915-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-nissan-altima-sv-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	SONATA		        			    ",2017,"
						            	Silver		        			    ","100749 miles",5NPE24AF2KH810908,"6,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/5NPE24AF2KH810908-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2019-hyundai-sonata-se-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	TERRAIN		        			    ",2017,"
						            	Silver		        			    ","75395 miles",1GTG5BEA4H1165780,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1GTG5BEA4H1165780-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-mustang-premium-convertible-2d-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2017,"
						            	Black		        			    ","92624 miles",1FATP8UH7H5292631,"16,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1FATP8UH7H5292631-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-mustang-premium-convertible-2d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2016,"
						            	Red		        			    ","114480 miles",2HGFC2F51GH552534,"10,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2HGFC2F51GH552534-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-honda-civic-lx-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EDGE		        			    ",2018,"
						            	Black		        			    ","87248 miles",2FMPK3J98JBB19403,"13,995",https://premiumcarsfl.com/wp-content/uploads/2023/11/2FMPK3J98JBB19403-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-ford-edge-sel-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	HR-V		        			    ",2021,"
						            	White		        			    ","118585 miles",3CZRU5H37MM722280,"14,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/3CZRU5H37MM722280-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2021-honda-hr-v-lx-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SOUL		        			    ",2016,"
						            	Gray		        			    ","186752 miles",KNDJP3A51G7349844,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/KNDJP3A51G7349844-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-hyundai-santa-fe-limited-sport-utility-4d-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	SANTA FE		        			    ",2014,"
						            	Gray		        			    ","129809 miles",KM8SN4HFXEU048238,"8,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/KM8SN4HFXEU048238-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-hyundai-santa-fe-limited-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EDGE		        			    ",2017,"
						            	Gray		        			    ","118241 miles",2FMPK3K90HBB12504,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/2FMPK3K90HBB12504-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-edge-titanium-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	DODGE		        			    ","
						            	JOURNEY		        			    ",2017,"
						            	Black		        			    ","153772 miles",3C4PDCAB1HT694619,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/3C4PDCAB1HT694619-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-dodge-journey-se-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2014,"
						            	Gray		        			    ","136937 miles",1FMCU0F76EUC51638,"5,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/1FMCU0F76EUC51638-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-ford-escape-s-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	RAM		        			    ",,2014,"
						            	Silver		        			    ","85592 miles",3C6JR6AT9EG101540,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/3C6JR6AT9EG101540-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-ram-1500-tradesman-4x2-2dr-regular-cab-6-3-ft-sb-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2018,"
						            	Silver		        			    ","83407 miles",5YFBURHE2JP751738,"13,900",https://premiumcarsfl.com/wp-content/uploads/2023/11/SYFBURHE2JP751738-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-toyota-corolla-l-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SPORTAGE		        			    ",2011,"
						            	Orange		        			    ","116283 miles",KNDPC3A67B7116283,"7,995",https://premiumcarsfl.com/wp-content/uploads/2023/11/KNDPC3A67B7116283-01-850x550.jpg,https://premiumcarsfl.com/listing/2011-kia-sportage-sx-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	F150		        			    ",2018,"
						            	Red		        			    ","81717 miles",1FTEW1EG5JFA07332,"28,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1FTEW1EG5JFA07332-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-ford-f-150-xlt-4x4-supercrew-5-5-ft-sb/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	MALIBU		        			    ",2017,"
						            	Gold		        			    ","79913 miles",1G1ZE5ST2HF198160,"11,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/1G1ZE5ST2HF198160-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-malibu-lt-4dr-sedan/?store=xpremium
